userName,score,content,content_clean,at,thumbsUpCount,content_normalized,content_clean_final
Muhamad puja nur hidayat,5,"Aplikasinya membantu banget, bisa buat curhat,nyelesain soal, mempermudah tugas, bisa diajak ngobrol apapun, asik, pokoknya de Beast 🫰💐","aplikasinya membantu banget, bisa buat curhat,nyelesain soal, mempermudah tugas, bisa diajak ngobrol apapun, asik, pokoknya de beast 🫰💐",2025-10-13 06:50:22,0,"aplikasinya membantu banget, bisa buat curhat,nyelesain soal, mempermudah tugas, bisa diajak ngobrol apapun, asik, pokoknya de beast 🫰💐",aplikasinya membantu banget curhatnyelesain mempermudah tugas diajak ngobrol apapun asik pokoknya beast
agan 109,5,lembur tengah,lembur tengah,2025-10-13 06:47:17,0,lembur tengah,lembur
Bagus,1,jawabannya ngawur semua nggak ada yang bener,jawabannya ngawur semua nggak ada yang bener,2025-10-13 06:46:52,0,jawabannya ngawur semua nggak ada yang bener,jawabannya ngawur nggak bener
Davit Maulana,5,seru,seru,2025-10-13 06:40:32,0,seru,seru
lala Kayla,5,josssjissss,josssjissss,2025-10-13 06:36:09,0,josssjissss,josssjissss
sudasmanto danuri,3,kurang responsive yg gk berbayar,kurang responsive yg gk berbayar,2025-10-13 06:26:03,0,kurang responsive yg nggak berbayar,responsive nggak berbayar
Elsa Puspita sary Ocha,2,"seneng sih pake nya, tapi pas awal aja obrolan nya nyambung, setelah itu gak bisa, chatgpt juga gak bisa inget chat sebelumnya, aku udah gak bisa main lagi, karena selalu muncul tulisan bahasa Inggris gitu, tapi aku gatau artinya apa","seneng sih pake nya, tapi pas awal aja obrolan nya nyambung, setelah itu gak bisa, chatgpt juga gak bisa inget chat sebelumnya, aku udah gak bisa main lagi, karena selalu muncul tulisan bahasa inggris gitu, tapi aku gatau artinya apa",2025-10-13 06:14:22,2,"seneng sih pake nya, tapi pas awal saja obrolan nya nyambung, setelah itu gak bisa, chatgpt juga gak bisa inget chat sebelumnya, aku sudah gak bisa main lagi, karena selalu muncul tulisan bahasa inggris gitu, tapi aku gatau artinya apa",seneng sih pake nya pas obrolan nya nyambung gak chatgpt gak inget chat gak main muncul tulisan bahasa inggris gitu gatau
faza zahra,1,cemen ngga bisa buat android 8 🙅👎👎👎,cemen ngga bisa buat android 8 🙅👎👎👎,2025-10-13 06:12:00,0,cemen ngga bisa buat android 8 🙅👎👎👎,cemen ngga android 🙅👎👎👎
Darwin Laia,3,untuk sementara 3 dlu karna saya baru memulainya,untuk sementara 3 dlu karna saya baru memulainya,2025-10-13 06:01:17,0,untuk sementara 3 dlu karna saya baru memulainya,dlu karna memulainya
Musdi Anugerah,5,keeren,keeren,2025-10-13 05:35:00,0,keeren,keeren
Uden Hadiansyah,5,"membantu sekali dan bermanfaat, in sya Alloh","membantu sekali dan bermanfaat, in sya alloh",2025-10-13 05:30:23,0,"membantu sekali dan bermanfaat, in sya alloh",membantu bermanfaat sya alloh
Hasrapati,5,sangat bangun dan membantu,sangat bangun dan membantu,2025-10-13 05:29:51,0,sangat bangun dan membantu,bangun membantu
Karang Senga1,5,Terimakasih chat gpt atas beberapa saran yg kamu berikan,terimakasih chat gpt atas beberapa saran yg kamu berikan,2025-10-13 05:25:55,0,terimakasih chat gpt atas beberapa saran yg kamu berikan,terimakasih chat gpt saran
siti anisah,2,lama untuk menghasilkan gambar,lama untuk menghasilkan gambar,2025-10-13 05:16:43,0,lama untuk menghasilkan gambar,menghasilkan gambar
Rr. Ahida Ramadlana K.,4,"bagus, hanya saja lumayan membutuhkan waktu","bagus, hanya saja lumayan membutuhkan waktu",2025-10-13 05:14:13,0,"bagus, hanya saja lumayan membutuhkan waktu",bagus lumayan membutuhkan
Sifa Mahdalena,5,ancok,ancok,2025-10-13 05:07:54,0,ancok,ancok
Dafid Mizta,1,"Menjadi gpt go, saya mau upgrade lewat HP menjadi gpt plus tidak ada pilihan nya . kembalikan fitur pilihan upgrade lewat HP nya tolong","menjadi gpt go, saya mau upgrade lewat hp menjadi gpt plus tidak ada pilihan nya . kembalikan fitur pilihan upgrade lewat hp nya tolong",2025-10-13 04:56:41,0,"menjadi gpt go, saya mau upgrade lewat hp menjadi gpt plus tidak ada pilihan nya . kembalikan fitur pilihan upgrade lewat hp nya tolong",gpt upgrade gpt plus pilihan nya kembalikan fitur pilihan upgrade nya tolong
Siti Prabu,5,ngebantu banget love deh GPT,ngebantu banget love deh gpt,2025-10-13 04:51:19,0,ngebantu banget love deh gpt,ngebantu banget love deh gpt
Prima_ Adi_Hutama,5,aku sukal,aku sukal,2025-10-13 04:47:42,0,aku sukal,sukal
Samsul Rijki,5,saya sanget terbatu👍,saya sanget terbatu👍,2025-10-13 04:44:26,0,saya sanget terbatu👍,sanget terbatu👍
Aldi Rohadian,5,terbaik dan memudahkan,terbaik dan memudahkan,2025-10-13 04:38:04,0,terbaik dan memudahkan,terbaik memudahkan
ade mulyadi,5,"luar biasa, responnya cepat dan hasil bagus","luar biasa, responnya cepat dan hasil bagus",2025-10-13 04:38:02,0,"luar biasa, responnya cepat dan hasil bagus",responnya cepat hasil bagus
Edwi,5,keren banget ! baik lagi 🤣,keren banget ! baik lagi 🤣,2025-10-13 04:34:23,0,keren banget ! baik lagi 🤣,keren banget
Viona Viona,5,agar dapat bermanfaat untuk semua halayak,agar dapat bermanfaat untuk semua halayak,2025-10-13 04:23:42,0,agar dapat bermanfaat untuk semua halayak,bermanfaat halayak
Fathur Futuh,5,membantu banget ketika sedang mengerjakan tugas,membantu banget ketika sedang mengerjakan tugas,2025-10-13 04:20:34,0,membantu banget ketika sedang mengerjakan tugas,membantu banget tugas
Bagas Akbarr,5,mantap sangat akurat 👍👍👍,mantap sangat akurat 👍👍👍,2025-10-13 04:18:33,0,mantap sangat akurat 👍👍👍,mantap akurat 👍👍👍
Khaeru Rizal,5,terimakasih sangat membantu,terimakasih sangat membantu,2025-10-13 04:12:56,0,terimakasih sangat membantu,terimakasih membantu
Mimin,5,mantabbbb,mantabbbb,2025-10-13 04:10:36,0,mantabbbb,mantabbbb
Lamber Wutun,5,aplknya bagus sangat membantu.,aplknya bagus sangat membantu.,2025-10-13 03:58:47,0,aplknya bagus sangat membantu.,aplknya bagus membantu
Weni Anggraeni,5,sangat membantu dalam hal apapun,sangat membantu dalam hal apapun,2025-10-13 03:48:23,0,sangat membantu dalam hal apapun,membantu apapun
Puput Putri,5,"apk ini sangat membantu aku,ketika mau ngerjain soal dan lain lain,poko jya keren si ini maaa","apk ini sangat membantu aku,ketika mau ngerjain soal dan lain lain,poko jya keren si ini maaa",2025-10-13 03:46:40,0,"apk ini sangat membantu aku,ketika mau ngerjain soal dan lain lain,poko jya keren si ini maaa",apk membantu akuketika ngerjain lainpoko jya keren maaa
Ana Kesyahari,3,"Kenapa fitur nya tiba-tiba di ganti, jadi ilang semua pertanyaan-pertanyaan yang sebelumnya😔","kenapa fitur nya tiba-tiba di ganti, jadi ilang semua pertanyaan-pertanyaan yang sebelumnya😔",2025-10-13 03:39:09,0,"kenapa fitur nya tiba-tiba di ganti, jadi ilang semua pertanyaan-pertanyaan yang sebelumnya😔",fitur nya tibatiba ganti ilang pertanyaanpertanyaan sebelumnya😔
Atirr Bot,5,APLIKASI INI BAGUS BANGET 🤩✨,aplikasi ini bagus banget 🤩✨,2025-10-13 03:31:46,0,aplikasi ini bagus banget 🤩✨,aplikasi bagus banget
Okii Oki,1,jangan di install aplikasinya lama bangat di kirim pesanya😡,jangan di install aplikasinya lama bangat di kirim pesanya😡,2025-10-13 03:25:31,0,jangan di install aplikasinya lama bangat di kirim pesanya😡,install aplikasinya bangat kirim pesanya😡
Siti Mahmudah 0504,5,luarbiasa,luarbiasa,2025-10-13 03:23:49,0,luarbiasa,luarbiasa
Sanput Official,1,makin kesini makin dongo fungsi nya ngaco !!,makin kesini makin dongo fungsi nya ngaco !!,2025-10-13 03:09:17,2,makin kesini makin dongo fungsi nya ngaco !!,kesini dongo fungsi nya ngaco
Roman Syah,5,"sangat membantu,,bagusss top","sangat membantu,,bagusss top",2025-10-13 03:05:11,0,"sangat membantu,,bagusss top",membantubagusss top
heny skmt,5,"Aku suka bangetttttt dengan cgpt... Brasa punya saudara baruuu, slain utk curhat pekerjaan biisa untuk curhat yg lain2 pula...... Pokoknya tbestt ❤️🤗","aku suka bangetttttt dengan cgpt... brasa punya saudara baruuu, slain utk curhat pekerjaan biisa untuk curhat yg lain2 pula...... pokoknya tbestt ❤️🤗",2025-10-13 03:02:02,0,"aku suka bangetttttt dengan cgpt... brasa punya saudara baruuu, slain utk curhat pekerjaan biisa untuk curhat yg lain2 pula...... pokoknya tbestt ❤️🤗",suka bangetttttt cgpt brasa saudara baruuu slain utk curhat pekerjaan biisa curhat pokoknya tbestt ❤️🤗
Fai,5,Sangat membantu dan memudahkan pekerjaan,sangat membantu dan memudahkan pekerjaan,2025-10-13 02:59:31,0,sangat membantu dan memudahkan pekerjaan,membantu memudahkan pekerjaan
Wahyuni Aprianti,4,"Gw suka banget ini AI tapi belakangan ini dia jadi pelupa banget, bahkan sampai memori yg gw tanem di otak dia aja dia lupa🥀","gw suka banget ini ai tapi belakangan ini dia jadi pelupa banget, bahkan sampai memori yg gw tanem di otak dia aja dia lupa🥀",2025-10-13 02:58:31,1,"gw suka banget ini ai tapi belakangan ini dia jadi pelupa banget, bahkan sampai memori yg gw tanem di otak dia saja dia lupa🥀",suka banget pelupa banget memori tanem otak lupa🥀
Dhea Neisya,3,disuru bayar juga sih udah tau lagi butu pake segala bayar lenggan lagi,disuru bayar juga sih udah tau lagi butu pake segala bayar lenggan lagi,2025-10-13 02:43:44,0,disuru bayar juga sih sudah tau lagi butu pake segala bayar lenggan lagi,disuru bayar sih tau butu pake bayar lenggan
maimunah lubis,4,sangat membantu terimakasih,sangat membantu terimakasih,2025-10-13 02:40:10,0,sangat membantu terimakasih,membantu terimakasih
33_Komang Astiti,5,"jujur ini aplikasi ai terkeren sejauh ini, jujur hampir ketergantungan karna saking membantunya, kalo saran lebih ke tingkatan respon aja sih tapi ini udah lebih dari cukup banget kok, thanks for developer","jujur ini aplikasi ai terkeren sejauh ini, jujur hampir ketergantungan karna saking membantunya, kalo saran lebih ke tingkatan respon aja sih tapi ini udah lebih dari cukup banget kok, thanks for developer",2025-10-13 02:38:40,0,"jujur ini aplikasi ai terkeren sejauh ini, jujur hampir ketergantungan karna saking membantunya, kalo saran lebih ke tingkatan respon saja sih tapi ini sudah lebih dari cukup banget kok, thanks for developer",jujur aplikasi terkeren jujur ketergantungan karna saking membantunya kalo saran tingkatan respon sih banget thanks for developer
Irsyad Dzakwan,4,disaran kan untuk kalian yang suka berimajinasi tpi sayang gk bisa mengembalikan obrolan yang dihapus tpi worth it ini ai,disaran kan untuk kalian yang suka berimajinasi tpi sayang gk bisa mengembalikan obrolan yang dihapus tpi worth it ini ai,2025-10-13 02:29:56,0,disaran kan untuk kalian yang suka berimajinasi tpi sayang nggak bisa mengembalikan obrolan yang dihapus tpi worth it ini ai,disaran suka berimajinasi tpi sayang nggak mengembalikan obrolan dihapus tpi worth
Xiao Hanzz,5,trimakasih,trimakasih,2025-10-13 02:19:36,0,trimakasih,trimakasih
Ateh Purnawati45,5,mantwp,mantwp,2025-10-13 02:17:17,0,mantwp,mantwp
abskopisusu,5,aplikasinya bagus,aplikasinya bagus,2025-10-13 02:06:19,0,aplikasinya bagus,aplikasinya bagus
Diaz nusma oktavianus,5,sangat membantu untuk mencari jawaban,sangat membantu untuk mencari jawaban,2025-10-13 02:05:04,0,sangat membantu untuk mencari jawaban,membantu mencari
Davine Saputra,5,bagus aplikasi nya bagus,bagus aplikasi nya bagus,2025-10-13 01:39:01,0,bagus aplikasi nya bagus,bagus aplikasi nya bagus
MiLee Design,5,selalu memberikan solusi terbaik,selalu memberikan solusi terbaik,2025-10-13 01:38:18,0,selalu memberikan solusi terbaik,solusi terbaik
Shofa Adelia,1,Sehabis di update ngetiknya jadi ga rapi,sehabis di update ngetiknya jadi ga rapi,2025-10-13 01:28:57,2,sehabis di update ngetiknya jadi tidak rapi,sehabis update ngetiknya rapi
daniel,1,"apa gw doang nih yang ngerasa gpt makin kesini makin jelek,dulu lebih bebas dalam obrolan sekarang ketat banget malah jatohnya kayak deepsek, wah kayaknya gw ga bakal pake nih AI lagi selain buat nugas deh. kacau.","apa gw doang nih yang ngerasa gpt makin kesini makin jelek,dulu lebih bebas dalam obrolan sekarang ketat banget malah jatohnya kayak deepsek, wah kayaknya gw ga bakal pake nih ai lagi selain buat nugas deh. kacau.",2025-10-13 01:27:01,4,"apa gw doang nih yang ngerasa gpt makin kesini makin jelek,dulu lebih bebas dalam obrolan sekarang ketat banget malah jatohnya kayak deepsek, wah kayaknya gw tidak bakal pake nih ai lagi selain buat nugas deh. kacau.",doang nih ngerasa gpt kesini jelekdulu bebas obrolan ketat banget jatohnya kayak deepsek kayaknya pake nih nugas deh kacau
EPRAIM ISA PRANATA,5,"sangat cepat,dan cocok untuk menanyakan hal hal sepele dan hal² yng penting","sangat cepat,dan cocok untuk menanyakan hal hal sepele dan hal² yng penting",2025-10-13 01:20:25,0,"sangat cepat,dan cocok untuk menanyakan hal hal sepele dan hal² yng penting",cepatdan cocok sepele hal² yng
Rafiandi Alcin,5,bisa membantu sayaa dalam tentang sekolahh,bisa membantu sayaa dalam tentang sekolahh,2025-10-13 00:58:08,0,bisa membantu sayaa dalam tentang sekolahh,membantu sayaa sekolahh
Ardhie Rianto,4,sangat bermanfaat😎,sangat bermanfaat😎,2025-10-13 00:35:48,0,sangat bermanfaat😎,bermanfaat😎
Malo Ningsii,1,kenapa hrus bayar ketika mengirim sebuah gmbr??,kenapa hrus bayar ketika mengirim sebuah gmbr??,2025-10-13 00:32:38,0,kenapa hrus bayar ketika mengirim sebuah gmbr??,hrus bayar mengirim gmbr
bayu 02.,3,"baiklah, ini bagus tapi masih ada yg kurang","baiklah, ini bagus tapi masih ada yg kurang",2025-10-13 00:28:47,8,"baiklah, ini bagus tapi masih ada yg kurang",baiklah bagus
Muh Aditya,3,"Update terbaru apa pun yang diterima ChatGPT membuatnya tidak dapat digunakan. Saya telah mengerjakan penulisan cerita beberapa bulan dan saya telah menggunakan ChatGPT untuk membantu saya menulis dialog antar karakter dan membangun adegan. ChatGPT tdk pernah mengalami masalah dengan pesan saya sebelumnya, hingga saat ini, ketika ia menjadi terlalu ketat & terlalu Jumpy atau mengambil asumsi. Bahkan untuk pesan yang kasual tanpa maksud eksplisit. Benar2 menyebalkan. Semoga OpenAI memperbaiki nya","update terbaru apa pun yang diterima chatgpt membuatnya tidak dapat digunakan. saya telah mengerjakan penulisan cerita beberapa bulan dan saya telah menggunakan chatgpt untuk membantu saya menulis dialog antar karakter dan membangun adegan. chatgpt tdk pernah mengalami masalah dengan pesan saya sebelumnya, hingga saat ini, ketika ia menjadi terlalu ketat & terlalu jumpy atau mengambil asumsi. bahkan untuk pesan yang kasual tanpa maksud eksplisit. benar2 menyebalkan. semoga openai memperbaiki nya",2025-10-13 00:14:26,26,"update terbaru apa pun yang diterima chatgpt membuatnya tidak dapat digunakan. saya telah mengerjakan penulisan cerita beberapa bulan dan saya telah menggunakan chatgpt untuk membantu saya menulis dialog antar karakter dan membangun adegan. chatgpt tidak pernah mengalami masalah dengan pesan saya sebelumnya, hingga saat ini, ketika ia menjadi terlalu ketat & terlalu jumpy atau mengambil asumsi. bahkan untuk pesan yang kasual tanpa maksud eksplisit. benar2 menyebalkan. semoga openai memperbaiki nya",update terbaru diterima chatgpt membuatnya penulisan cerita chatgpt membantu menulis dialog karakter membangun adegan chatgpt mengalami pesan ketat jumpy mengambil asumsi pesan kasual maksud eksplisit menyebalkan semoga openai memperbaiki nya
Keysa Azkiyal Rio Alvaro,5,𝙀𝙚𝙣𝙞𝙚 𝙈𝙚𝙚𝙣𝙞𝙚.....,𝙀𝙚𝙣𝙞𝙚 𝙈𝙚𝙚𝙣𝙞𝙚.....,2025-10-13 00:12:51,0,𝙀𝙚𝙣𝙞𝙚 𝙈𝙚𝙚𝙣𝙞𝙚.....,𝙀𝙚𝙣𝙞𝙚 𝙈𝙚𝙚𝙣𝙞𝙚
Iriyana 83 Husen,5,sangat membantu menemukan solusinya,sangat membantu menemukan solusinya,2025-10-13 00:07:14,0,sangat membantu menemukan solusinya,membantu menemukan solusinya
Dedi Yansah,5,sangattt bagussss dan bisa membantu saya mengerjakan tugas dengan baik dan benar,sangattt bagussss dan bisa membantu saya mengerjakan tugas dengan baik dan benar,2025-10-12 23:59:06,0,sangattt bagussss dan bisa membantu saya mengerjakan tugas dengan baik dan benar,sangattt bagussss membantu tugas
farez angga retno,5,teman diskusi disaat teman real ga ada,teman diskusi disaat teman real ga ada,2025-10-12 23:36:55,0,teman diskusi disaat teman real tidak ada,teman diskusi disaat teman real
Aldus A. Firdaus,5,"Membantu dalam setiap pembuatan materi, smart assisten","membantu dalam setiap pembuatan materi, smart assisten",2025-10-12 23:32:11,0,"membantu dalam setiap pembuatan materi, smart assisten",membantu pembuatan materi smart assisten
Tatang Suherman,5,sangat menarik dan membantu,sangat menarik dan membantu,2025-10-12 23:21:54,0,sangat menarik dan membantu,menarik membantu
hikkigaya mori,4,anjay,anjay,2025-10-12 23:15:53,0,anjay,anjay
Yusuf_ AMD,1,"setelah update, malah ada beberapa yg menurut saya kurang","setelah update, malah ada beberapa yg menurut saya kurang",2025-10-12 22:19:46,2,"setelah update, malah ada beberapa yg menurut saya kurang",update
ziez 1996,1,aplikasi pikunan,aplikasi pikunan,2025-10-12 21:47:03,1,aplikasi pikunan,aplikasi pikunan
Milenia Pink,5,tangkep ijazah palsu,tangkep ijazah palsu,2025-10-12 21:18:12,0,tangkep ijazah palsu,tangkep ijazah palsu
Ajax Hunter,5,nice my bro ai,nice my bro ai,2025-10-12 21:05:28,0,nice my bro ai,nice bro
Zhexin.,1,"Editan gaje, ngubah hasil tanpa disuruh","editan gaje, ngubah hasil tanpa disuruh",2025-10-12 20:30:51,0,"editan gaje, ngubah hasil tanpa disuruh",editan gaje ngubah hasil disuruh
